rank,stadium,capacity,region,country,city,images,home_team,rank,stadium,capacity,region,country,city,images,home_team,altitude,longitude
124,Hefei Olympic Sports Centre Stadium,60000.0,East Asia,China,"Hefei, Anhui",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Hefei_Olympic_Sports_Center_Stadium.jpg/220px-Hefei_Olympic_Sports_Center_Stadium.jpg,Anhui Jiufang,124.0,124.0,0.0,"60,000",Africa,Tunisia,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,37.5130142,15.1032084
125,Jaber al-Ahmad International Stadium,60000.0,West Asia,Kuwait,Kuwait City,https://upload.wikimedia.org/wikipedia/en/thumb/1/18/Jaber_Al-Ahmad_International_Stadium_2019_local.png/220px-Jaber_Al-Ahmad_International_Stadium_2019_local.png,Kuwait national football team,125.0,125.0,0.0,"60,000",South Asia,India,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,3.1101741,101.6216215
126,Hammadi Agrebi Stadium,60000.0,Africa,Tunisia,Tunis,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Mozambique-Tunisia_match_2009.jpg/220px-Mozambique-Tunisia_match_2009.jpg,Tunisia national football team,126.0,126.0,0.0,"60,000",Africa,Somalia,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,37.5129903,15.103197
127,Jawaharlal Nehru Stadium,60000.0,South Asia,India,New Delhi,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Jawaharlal_Nehru_Stadium%2C_New_Delhi.png/220px-Jawaharlal_Nehru_Stadium%2C_New_Delhi.png,,127.0,127.0,0.0,"60,000",Africa,Zambia,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,38.96683094905084,-82.1823584078387
128,Estádio da Machava,60000.0,Africa,Mozambique,Maputo,NO_IMAGE,Mozambique national football team,128.0,128.0,0.0,"60,000",North America,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,30.73496759087757,-90.50747271523196
129,Mogadishu Stadium,60000.0,Africa,Somalia,Mogadishu,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Mogadishustadium.jpg/220px-Mogadishustadium.jpg,Somalia national football team,129.0,129.0,0.0,"60,000",Africa,South Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,38.966840280457845,-82.18245091060747
130,National Heroes Stadium,60000.0,Africa,Zambia,Lusaka,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Inauguration_of_Edgar_Lungu.jpg/220px-Inauguration_of_Edgar_Lungu.jpg,Zambian national football team,130.0,130.0,0.0,"60,000",Southeast Asia,Cambodia,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,3.0900347000000004,101.63960842441477
131,Odi Stadium,60000.0,Africa,South Africa,"Mabopane, Gauteng",NO_IMAGE,,131.0,131.0,0.0,"60,000",East Asia,China,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,32.092650649999996,118.90791126769386
132,Shenyang Olympic Sports Center Stadium,60000.0,East Asia,China,"Shenyang, Liaoning",https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Shenyang_Olympic_Sports_Center_Stadium_drone_view_1.jpg/220px-Shenyang_Olympic_Sports_Center_Stadium_drone_view_1.jpg,,132.0,132.0,0.0,"60,000",Oceania,Australia,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,-32.0086719367347,-62.061692428571426
133,Optus Stadium,60000.0,Oceania,Australia,"Perth, Western Australia",https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Perth_Stadium_opening_210118_gnangarra-10.jpg/220px-Perth_Stadium_opening_210118_gnangarra-10.jpg,"Perth Glory FC, Fremantle Dockers, West Coast Eagles",133.0,133.0,0.0,"59,283",South America,Ecuador,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,34.91596857142857,-95.7797574489796
134,Estadio Monumental Isidro Romero Carbo,59283.0,South America,Ecuador,Guayaquil,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Estadio_Monumental_de_Barcelona.jpg/220px-Estadio_Monumental_de_Barcelona.jpg,Barcelona Sporting Club,134.0,134.0,0.0,"59,186",Europe,France,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,47.4229164,0.6844393
135,Groupama Stadium,59186.0,Europe,France,Décines-Charpieu,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Stade_Lumi%C3%A8re.jpg/220px-Stade_Lumi%C3%A8re.jpg,Olympique Lyonnais,135.0,135.0,0.0,"58,680",East Asia,China,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,32.092650649999996,118.90791126769386
136,Chongqing Olympic Sports Centre Stadium,58680.0,East Asia,China,Chongqing,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Chongqing_Olympic_Stadium.jpg/220px-Chongqing_Olympic_Stadium.jpg,Chongqing Lifan,136.0,136.0,0.0,"58,580",Europe,Poland,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,47.4229164,0.6844393
137,Stadion Narodowy,58580.0,Europe,Poland,Warsaw,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/National_Stadium_panorama.jpg/220px-National_Stadium_panorama.jpg,Poland national football team,137.0,137.0,0.0,"58,270",Europe,Italy,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,47.4229164,0.6844393
138,Stadio San Nicola,58270.0,Europe,Italy,"Bari, Apulia",https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Nuoviseggiolinisannicola.jpg/220px-Nuoviseggiolinisannicola.jpg,SSC Bari,138.0,138.0,0.0,"58,000",North America,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,30.7349680244176,-90.50763832752355
139,Estadio La Cartuja de Sevilla,57619.0,Europe,Spain,Seville,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Panoramio_-_V%26A_Dudush_-_Estadio_Ol%C3%ADmpico_57_619.jpg/220px-Panoramio_-_V%26A_Dudush_-_Estadio_Ol%C3%ADmpico_57_619.jpg,,139.0,139.0,0.0,"58,000",Europe,Germany,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,47.4229164,0.6844393
140,Carter–Finley Stadium,57583.0,North America,United States,"Raleigh, North Carolina",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Carter_Finley_Stadium_at_Sunset.jpg/220px-Carter_Finley_Stadium_at_Sunset.jpg,NC State Wolfpack football,140.0,140.0,0.0,"57,619",Europe,Spain,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,47.4229164,0.6844393
141,Volksparkstadion,57030.0,Europe,Germany,Hamburg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Volksparkstadion_Panorama.jpg/220px-Volksparkstadion_Panorama.jpg,Hamburger SV,141.0,141.0,0.0,"57,583",North America,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,30.735132110063862,-90.50767104439598
142,Estadio Mario Alberto Kempes,57000.0,South America,Argentina,Córdoba,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Estadio_Kempes_luego_de_finalizar_un_partido.jpg/220px-Estadio_Kempes_luego_de_finalizar_un_partido.jpg,"Talleres de Córdoba, some Belgrano de Córdoba matches.",142.0,142.0,0.0,"57,200",South America,Argentina,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,40.46659136170213,-84.18242626595745
143,Jinan Olympic Sports Centre Stadium,56808.0,East Asia,China,"Jinan, Shandong",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/JinanOlympic.JPG/220px-JinanOlympic.JPG,Shandong Taishan,143.0,143.0,0.0,"57,030",Europe,Germany,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,47.4229164,0.6844393
144,Estadio Jalisco,56713.0,North America,Mexico,"Guadalajara, Jalisco",https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Estadio_Jalisco_06022022.jpg/220px-Estadio_Jalisco_06022022.jpg,Atlas,144.0,144.0,0.0,"57,000",South America,Argentina,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,40.466591489361704,-84.18244471276596
145,Commonwealth Stadium,56302.0,North America,Canada,"Edmonton, Alberta",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Commonwealth_Stadium.jpg/220px-Commonwealth_Stadium.jpg,"Edmonton Elks, Canadian men's and women's national teams",145.0,145.0,0.0,"56,808",East Asia,China,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,32.092650649999996,118.90791126769386
146,Dodger Stadium,56000.0,North America,United States,Los Angeles,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Dodger_Stadium_field_from_upper_deck_2015-10-04.jpg/220px-Dodger_Stadium_field_from_upper_deck_2015-10-04.jpg,Los Angeles Dodgers,146.0,146.0,0.0,"56,713",North America,Mexico,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,30.734968371249625,-90.50777081735683
147,Stade du 19-mai-1956,56000.0,Africa,Algeria,Annaba,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Annaba_Stadium.jpg/220px-Annaba_Stadium.jpg,USM Annaba,147.0,147.0,0.0,"56,302",North America,Canada,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,30.73513237002862,-90.50777035093306
148,Estadi Olímpic Lluís Companys,55926.0,Europe,Spain,"Barcelona, Catalonia",https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Estadi_Ol%C3%ADmpic_Llu%C3%ADs_Companys_-_Barcelona%2C_Spain_-_Jan_2007.jpg/220px-Estadi_Ol%C3%ADmpic_Llu%C3%ADs_Companys_-_Barcelona%2C_Spain_-_Jan_2007.jpg,,148.0,148.0,0.0,"56,000",North America,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,30.73496845795763,-90.50780393981515
149,Arena do Grêmio,55662.0,South America,Brazil,"Porto Alegre, Rio Grande do Sul",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Arena_do_Gr%C3%AAmio.jpg/220px-Arena_do_Gr%C3%AAmio.jpg,Grêmio FBPA,149.0,149.0,191956.0,"56,000",Africa,Algeria,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,38.96695686559684,-82.18337058272088
150,Arena Națională,55634.0,Europe,Romania,Bucharest,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Stadionul_National_-_National_Arena_3.jpg/220px-Stadionul_National_-_National_Arena_3.jpg,Romania national football team,150.0,150.0,0.0,"55,926",Europe,Spain,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,47.4229164,0.6844393
151,Stadion Rajko Mitić,55538.0,Europe,Serbia,Belgrade,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Zvezda_stadion.jpg/220px-Zvezda_stadion.jpg,"Red Star Belgrade, Serbia national football team",151.0,151.0,0.0,"55,662",South America,Brazil,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,34.91596214285714,-95.77947532653062
152,Stadion Śląski,55211.0,Europe,Poland,Chorzów,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Widok_bramka.jpg/220px-Widok_bramka.jpg,"Poland national football team, Ruch Chorzów",152.0,152.0,0.0,"55,634",Europe,Romania,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,47.4229164,0.6844393
153,Etihad Stadium,55097.0,Europe,England,"Manchester, North West England",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Etihad_Stadium.jpg/220px-Etihad_Stadium.jpg,Manchester City F.C.,153.0,153.0,0.0,"55,538",Europe,Serbia,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,47.4229164,0.6844393
154,Mestalla,55000.0,Europe,Spain,Valencia,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/CAMP_DE_MESTALLA_GRADA_DE_LA_MAR_2014_%282%29.JPG/220px-CAMP_DE_MESTALLA_GRADA_DE_LA_MAR_2014_%282%29.JPG,Valencia CF,154.0,154.0,0.0,"55,211",Europe,Poland,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,47.4229164,0.6844393
155,National Stadium,55000.0,Southeast Asia,Singapore,Singapore,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/SingaporeNationalStadiumJapanBrazilFootball.jpg/220px-SingaporeNationalStadiumJapanBrazilFootball.jpg,Singapore national football team,155.0,155.0,0.0,"55,097",Europe,England,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,47.4229164,0.6844393
156,National Stadium,55000.0,East Asia,Taiwan,Kaohsiung,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/The_Main_Stadium_for_2009_World_Games_panorama.jpg/220px-The_Main_Stadium_for_2009_World_Games_panorama.jpg,Chinese Taipei national football team,156.0,156.0,0.0,"55,000",Europe,Spain,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,47.4229164,0.6844393
157,He Long Stadium,55000.0,East Asia,China,"Changsha, Hunan",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Helong_Stadium.jpg/220px-Helong_Stadium.jpg,,157.0,157.0,0.0,"55,000",Southeast Asia,Singapore,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,3.0900347000000004,101.63960842441477
158,Cape Town Stadium,55000.0,Africa,South Africa,"Cape Town, Western Cape",https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Cape_Town_Stadium_Inside.jpg/220px-Cape_Town_Stadium_Inside.jpg,"Cape Town City FC, DHL Western Cape Stormers",158.0,158.0,0.0,"55,000",East Asia,Taiwan,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,32.092650649999996,118.90791126769386
159,Plovdiv Stadium,55000.0,Europe,Bulgaria,Plovdiv,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Plovdiv_Stadium.JPG/220px-Plovdiv_Stadium.JPG,,159.0,159.0,0.0,"55,000",East Asia,China,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,32.092650649999996,118.90791126769386
160,Bobby Dodd Stadium,55000.0,North America,United States,Atlanta,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/BDS2013.jpg/220px-BDS2013.jpg,Georgia Tech Yellow Jackets football,160.0,160.0,0.0,"55,000",Africa,South Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,37.5123486,15.102902
161,Johan Cruyff Arena,54990.0,Europe,Netherlands,Amsterdam,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Ajax_0_Chelsea_1_%2823Oct19%29.jpg/220px-Ajax_0_Chelsea_1_%2823Oct19%29.jpg,AFC Ajax,161.0,161.0,0.0,"55,000",Europe,Bulgaria,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,47.4229164,0.6844393
162,Tianhe Stadium,54856.0,East Asia,China,"Guangzhou, Guangdong",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Tianhe_Stadium.jpg/220px-Tianhe_Stadium.jpg,,162.0,162.0,0.0,"55,000",North America,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,30.734969064913674,-90.50803579702338
163,Tianjin Olympic Sports Centre Stadium,54696.0,East Asia,China,Tianjin,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Tianjin_Olympic_Center_Stadium.jpg/220px-Tianjin_Olympic_Center_Stadium.jpg,Tianjin Teda,163.0,163.0,0.0,"54,990",Europe,Netherlands,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,47.4229164,0.6844393
164,MERKUR SPIEL-ARENA,54600.0,Europe,Germany,Düsseldorf,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/LTU_arena_panorama.jpg/220px-LTU_arena_panorama.jpg,Fortuna Düsseldorf,164.0,164.0,0.0,"54,856",East Asia,China,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,32.092650649999996,118.90791126769386
165,Boris Paitchadze Dinamo Arena,54549.0,West Asia,Georgia,Tbilisi,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Boris_Paichadze_Dinamo_Arena%2C_Samtredia_-_Qaraba%C4%9F.jpg/220px-Boris_Paichadze_Dinamo_Arena%2C_Samtredia_-_Qaraba%C4%9F.jpg,"Georgia national football team, FC Dinamo Tbilisi",165.0,165.0,0.0,"54,726",Europe,Italy,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,47.4229164,0.6844393
166,Wuhan Sports Centre Stadium,54357.0,East Asia,China,"Wuhan, Hubei",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Wuhan_Sport_Centre_01.jpg/220px-Wuhan_Sport_Centre_01.jpg,,166.0,166.0,0.0,"54,696",East Asia,China,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,32.092650649999996,118.90791126769386
167,BC Place Stadium,54320.0,North America,Canada,"Vancouver, British Columbia",https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/BC_Place_2015_Women%27s_FIFA_World_Cup.jpg/220px-BC_Place_2015_Women%27s_FIFA_World_Cup.jpg,"Vancouver Whitecaps FC, BC Lions",167.0,167.0,0.0,"54,600",Europe,Germany,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,47.4229164,0.6844393
168,Yankee Stadium,54251.0,North America,United States,New York City,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/YankeeStadium-9-21-22-1.jpg/220px-YankeeStadium-9-21-22-1.jpg,"New York Yankees, New York City FC",168.0,168.0,0.0,"54,549",West Asia,Georgia,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,41.9733116,-87.6587728
169,Hrazdan Stadium,54208.0,West Asia,Armenia,Yerevan,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/HrazdanArmeniaTurkey.JPG/220px-HrazdanArmeniaTurkey.JPG,"FC Ararat Yerevan, Ulisses FC",169.0,169.0,0.0,"54,357",East Asia,China,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,32.092650649999996,118.90791126769386
170,Anfield,54167.0,Europe,England,"Liverpool, England",https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Panorama_of_Anfield_with_new_main_stand_%2829676137824%29.jpg/220px-Panorama_of_Anfield_with_new_main_stand_%2829676137824%29.jpg,Liverpool F.C.,170.0,170.0,0.0,"54,320",North America,Canada,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,30.7349694117457,-90.50816828685666
171,BORUSSIA-PARK,54057.0,Europe,Germany,Mönchengladbach,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Borussia-Park_DEU-FRA_2011.jpg/220px-Borussia-Park_DEU-FRA_2011.jpg,Borussia Mönchengladbach,171.0,171.0,0.0,"54,251",North America,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,30.735133409887645,-90.50816757708135
172,Estadio Alberto J. Armando,54000.0,South America,Argentina,Buenos Aires,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/La_Bombonera.jpg/220px-La_Bombonera.jpg,CA Boca Juniors,172.0,172.0,0.0,"54,208",West Asia,Armenia,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,41.9733116,-87.6587728
173,Moses Mabhida Stadium,54000.0,Africa,South Africa,"Durban, KwaZulu-Natal",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/FIFA_World_Cup_2010_Netherlands_Japan.jpg/220px-FIFA_World_Cup_2010_Netherlands_Japan.jpg,"AmaZulu FC, Cell C Durban Sharks",173.0,173.0,0.0,"54,057",Europe,Germany,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,49.9428372,4.437084570714285
174,Busan Asiad Main Stadium,53864.0,East Asia,South Korea,Busan,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/BusanAsiadStadium.jpg/220px-BusanAsiadStadium.jpg,Busan IPark,174.0,174.0,0.0,"54,000",Africa,South Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,37.5117722,15.1025798
175,Estádio Estadual Jornalista Edgar Augusto Proença,53645.0,South America,Brazil,"Belém, Pará",https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Est%C3%A1dio_Ol%C3%ADmpico_do_Par%C3%A1_-_2.jpg/220px-Est%C3%A1dio_Ol%C3%ADmpico_do_Par%C3%A1_-_2.jpg,"Paysandu SC, Clube do Remo, Tuna Luso Brasileira, SC Belem",175.0,175.0,0.0,"53,864",East Asia,South Korea,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,32.092650649999996,118.90791126769386
176,Adelaide Oval,53500.0,Oceania,Australia,"Adelaide, South Australia",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/After_Game_Kick_and_Catch_%2813750115664%29.jpg/220px-After_Game_Kick_and_Catch_%2813750115664%29.jpg,"Adelaide Crows, Port Adelaide Powers",176.0,176.0,0.0,"53,645",South America,Brazil,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,40.46659353191489,-84.18273986170213
177,Docklands Stadium,53359.0,Oceania,Australia,"Melbourne, Victoria",https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Melbourne_Derby_December_2014.jpg/220px-Melbourne_Derby_December_2014.jpg,"Western Bulldogs, Essendon, St. Kilda, Carlton, North Melbourne",177.0,177.0,0.0,"53,600",South America,Argentina,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,34.915952857142855,-95.77906781632653
178,Estádio Parque do Sabiá,53350.0,South America,Brazil,"Uberlândia, Minas Gerais",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Est%C3%A1dio_Parque_do_Sabi%C3%A1.jpg/220px-Est%C3%A1dio_Parque_do_Sabi%C3%A1.jpg,Uberlânia EC,178.0,178.0,0.0,"53,500",Oceania,Australia,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,-32.00823240204082,-62.061591557142854
179,San Mamés Stadium,53332.0,Europe,Spain,Bilbao,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/San_Mames%2C_Bilbao%2C_Euskal_Herria_-_Basque_Country.jpg/220px-San_Mames%2C_Bilbao%2C_Euskal_Herria_-_Basque_Country.jpg,Athletic Bilbao,179.0,179.0,0.0,"53,359",Oceania,Australia,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,-32.008197602040816,-62.06179915714286
180,Aleppo International Stadium,53200.0,West Asia,Syria,Aleppo,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Aleppo_International_Stadium%2C_day_view%2C_2009_%281%29.jpg/220px-Aleppo_International_Stadium%2C_day_view%2C_2009_%281%29.jpg,Al-Ittihad,180.0,180.0,0.0,"53,350",South America,Brazil,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,40.46659378723404,-84.18277675531915
181,Estadio Ciudad de La Plata,53000.0,South America,Argentina,La Plata,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/EstadioUnicoLaPlata_Interior_June2014.jpg/220px-EstadioUnicoLaPlata_Interior_June2014.jpg,"Estudiantes de La Plata, Club de Gimnasia y Esgrima La Plata",181.0,181.0,0.0,"53,332",Europe,Spain,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,47.4229164,0.6844393
182,Huanglong Stadium,52672.0,East Asia,China,"Hangzhou, Zhejiang",https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Hangzhou-yellow-dragon-stad.jpg/220px-Hangzhou-yellow-dragon-stad.jpg,Hangzhou FC,182.0,182.0,0.0,"53,200",West Asia,Syria,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,41.9733116,-87.6587728
183,Nef Stadyumu,52652.0,Europe,Turkey,Istanbul,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Galatasaray_Arena_North-West_Corner.jpg/220px-Galatasaray_Arena_North-West_Corner.jpg,Galatasaray,183.0,183.0,0.0,"53,086",South America,Peru,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,34.915950714285714,-95.77897377551021
184,Suncorp Stadium,52500.0,Oceania,Australia,"Brisbane, Queensland",https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Suncorpstadium071006a.JPG/220px-Suncorpstadium071006a.JPG,"Brisbane Broncos, Queensland Maroons, Brisbane Roar FC, Queensland Reds",184.0,184.0,0.0,"52,672",East Asia,China,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,32.092650649999996,118.90791126769386
185,St. James' Park,52405.0,Europe,England,"Newcastle upon Tyne, North East",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/StJamesParkPanorama.jpg/220px-StJamesParkPanorama.jpg,Newcastle United F.C.,185.0,185.0,0.0,"52,652",Europe,Turkey,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,47.4229164,0.6844393
186,Stade Prince Moulay Abdellah,52000.0,Africa,Morocco,Rabat,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Stade_Prince_Moulay_Abdellah.jpg/220px-Stade_Prince_Moulay_Abdellah.jpg,Morocco national football team,186.0,186.0,0.0,"52,500",Oceania,Australia,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,-32.00815596122449,-62.06157401428571
